title,list_label,link,salary,finish_days
Fullstack PHP Laravel| InertiaJS| dan ReactJS (1 bulan),PHP| Laravel Framework| ReactJS,https://projects.co.id/public/browse_projects/view/f5741b/fullstack-php-laravel-inertiajs-dan-reactjs-1-bulan,Rp 5.000.000 - 10.000.000,30
Pembuatan template excel data epidemiologi,Data Entry| Microsoft Excel| Data Analysis| Data Science,https://projects.co.id/public/browse_projects/view/83741b/pembuatan-template-excel-data-epidemiologi,Rp 150.000 - 325.000,7
Pembuatan Aplikasi Android Web View,Android| Andromo| App Inventor,https://projects.co.id/public/browse_projects/view/da741b/pembuatan-aplikasi-android-web-view,Rp 800.000 - 1.000.000,5
Membantu Pengerjaan Backlink,Search Engine Optimization (SEO),https://projects.co.id/public/browse_projects/view/a4741b/membantu-pengerjaan-backlink,Rp 500.000 - 1.000.000,3
butuh python developer| selenium,Python| MySQL,https://projects.co.id/public/browse_projects/view/89741b/butuh-python-developer-selenium,Rp 500.000 - 1.000.000,30
PLUGIN SHOPIFY & WOOCOMMERCE,Website| Website Building,https://projects.co.id/public/browse_projects/view/74741b/plugin-shopify-amp-woocommerce,Rp 750.000 - 1.500.000,10
Jasa Undang atau Invite Kontak ke Grup Tele,Social Media Marketing (SMM)| Python| PHP| Social Media,https://projects.co.id/public/browse_projects/view/5f741b/jasa-undang-atau-invite-kontak-ke-grup-tele,Rp 300.000 - 500.000,3
setup ads untuk klinik dan obat herbal,Internet Marketing| Pay-per-Action Marketing (PPA)| Pay-per-Click Marketing (PPC)| Social Media Marketing (SMM)| Google Adsense,https://projects.co.id/public/browse_projects/view/61721b/setup-ads-untuk-klinik-dan-obat-herbal,Rp 250.000 - 300.000,3
Create Video Slide Tiktok niche Saham|,Social Media Marketing (SMM)| Video Editing| Video Production| Content Writer| Video Animation| Social Media,https://projects.co.id/public/browse_projects/view/296b1b/create-video-slide-tiktok-niche-saham,Rp 300.000 - 500.000,3
MENULIS ARTIKEL Seputar Tes CPNS,Writing| Blog| Copywriter| Content Writer,https://projects.co.id/public/browse_projects/view/5c741b/menulis-artikel-seputar-tes-cpns,Rp 50.000 - 75.000,1
Penggunaan keycloak aplikasi flutter,Mobile Programming| Flutter,https://projects.co.id/public/browse_projects/view/11741b/penggunaan-keycloak-aplikasi-flutter,Rp 900.000 - 1.200.000,7
Live Stream & Konten Kreator Part Time (Surabaya & Sidoarjo),Affiliate Marketing| Video Editing| Video Production| Social Media,https://projects.co.id/public/browse_projects/view/2f741b/live-stream-amp-konten-kreator-part-time-surabaya-amp-sidoarjo,Rp 1.000.000 - 1.500.000,7
Terjemahkan profile ke Chinese Simplified dan Traditional,Business Document Translation| Translation,https://projects.co.id/public/browse_projects/view/fc731b/terjemahkan-profile-ke-chinese-simplified-dan-traditional,Rp 300.000 - 400.000,2
Dicari Fulltime Full Stack Developer (Node| Go| Laravel| Vue| React),Laravel Framework| NodeJS| ReactJS| Golang| VueJS,https://projects.co.id/public/browse_projects/view/c0731b/dicari-fulltime-full-stack-developer-node-go-laravel-vue-react,Rp 3.000.000 - 7.000.000,30
Mencari akun apple store developer kembali,iPhone/iOS| Flutter,https://projects.co.id/public/browse_projects/view/9c731b/mencari-akun-apple-store-developer-kembali,Rp 1.500.000 - 3.000.000,5
Bantu setup Youtube Ads sampai beres| sudah memenuhi syarat YT,Google Adsense| Youtube,https://projects.co.id/public/browse_projects/view/b2721b/bantu-setup-youtube-ads-sampai-beres-sudah-memenuhi-syarat-yt,Rp 250.000 - 350.000,30
Membuat Export PDF| EXCEL| Print dari halaman html + boostrap 5 dengan library PHP yang support dengan CI 4,PHP| Microsoft Excel| HTML| Bootstrap,https://projects.co.id/public/browse_projects/view/6c731b/membuat-export-pdf-excel-print-dari-halaman-html-boostrap-5-dengan-library-php-yang-support-dengan-ci-4,Rp 200.000 - 350.000,7
Jasa Invite Orang Ke Telegram,Telegram,https://projects.co.id/public/browse_projects/view/54731b/jasa-invite-orang-ke-telegram,Rp 700.000 - 1.500.000,5
jasa invite member ke telegram,Telegram,https://projects.co.id/public/browse_projects/view/51731b/jasa-invite-member-ke-telegram,Rp 700.000 - 1.200.000,5
Pembuatan Sistem Informsi untuk Kantor,MySQL| jQuery| PHP,https://projects.co.id/public/browse_projects/view/d9721b/pembuatan-sistem-informsi-untuk-kantor,Rp 2.500.000 - 3.000.000,30
Pembuatan mockup video untuk vector SVG (shadow box),Animation| CorelDRAW| Adobe Illustrator| 3D Animation| 3D Modelling| JavaScript| CSS Templates| CSS| Video Animation,https://projects.co.id/public/browse_projects/view/8a701b/pembuatan-mockup-video-untuk-vector-svg-shadow-box,Rp 500.000 - 1.000.000,7
Butuh bantuan terkait API DeepL,Tutorial/Assistant,https://projects.co.id/public/browse_projects/view/0c731b/butuh-bantuan-terkait-api-deepl,Rp 500.000 - 1.000.000,30
Bantu tingkatkan keamanan web,Linux| Linux Programming| Web Programming| PHP| C/C++| Website| Blog| Bootstrap| Network Security| Web Scrapping,https://projects.co.id/public/browse_projects/view/e9711b/bantu-tingkatkan-keamanan-web,Rp 750.000 - 1.000.000,7
Maintenance Scrapper menggunakan NodeJS,JavaScript| NodeJS,https://projects.co.id/public/browse_projects/view/df721b/maintenance-scrapper-menggunakan-nodejs,Rp 500.000 - 1.000.000,7
Menulis artikel boleh rewrite,Writing| Content Writer,https://projects.co.id/public/browse_projects/view/5c6e1b/menulis-artikel-boleh-rewrite,Rp 100.001 - 200.000,14
Jasa Approve Google Adsense Untuk Website,Search Engine Optimization (SEO)| Advertising| Website| Wordpress| Networking| Google Adsense| Google Adwords| Google Admob,https://projects.co.id/public/browse_projects/view/88721b/jasa-approve-google-adsense-untuk-website,Rp 500.000 - 1.000.000,7
Projek Design Konten Sosial Media,Graphic Design| Adobe PhotoShop| Adobe Illustrator| Social Media,https://projects.co.id/public/browse_projects/view/d0721b/projek-design-konten-sosial-media,Rp 800.000 - 1.000.000,30
Di cari pembuat fitur level express game HDI,Game Programming,https://projects.co.id/public/browse_projects/view/97721b/di-cari-pembuat-fitur-level-express-game-hdi,Rp 1.000.000 - 1.500.000,7
Membuat script sederhana untuk blast wa,Java| JavaScript| PHP,https://projects.co.id/public/browse_projects/view/a6721b/membuat-script-sederhana-untuk-blast-wa,Rp 750.000 - 1.000.000,7
Membuat landing page seperti contoh,Web Programming| Website| Web Design| Website Building| Website Templates,https://projects.co.id/public/browse_projects/view/5b721b/membuat-landing-page-seperti-contoh,Rp 500.000 - 1.000.000,7
Buat D3D menu untuk game online,C/C++,https://projects.co.id/public/browse_projects/view/40721b/buat-d3d-menu-untuk-game-online,Rp 350.000 - 450.000,7
Butuh programer codeigniter fulltime (WFA),MySQL| jQuery| PHP| CodeIgniter,https://projects.co.id/public/browse_projects/view/6a721b/butuh-programer-codeigniter-fulltime-wfa,Rp 4.000.000 - 4.500.000,7
Jasa pembuatan Model Vtuber Chibi Commission Live2D,Adobe PhotoShop| Adobe Illustrator| 3D Animation,https://projects.co.id/public/browse_projects/view/6d721b/jasa-pembuatan-model-vtuber-chibi-commission-live2d,Rp 1.000.000 - 2.000.000,30
Pembuatan Landing Page menggunakan ReactJS,Web Programming| JavaScript| Website| ReactJS,https://projects.co.id/public/browse_projects/view/34721b/pembuatan-landing-page-menggunakan-reactjs,Rp 500.000 - 1.000.000,3
Dibutuhkan Bug Hunter & Video User Guide,Web Research| Video Editing| Web Programming| Website| Content Management System (CMS)| Website Building,https://projects.co.id/public/browse_projects/view/04691b/dibutuhkan-bug-hunter-amp-video-user-guide,Rp 500.000 - 1.000.000,7
Migrasi dashboard,MySQL,https://projects.co.id/public/browse_projects/view/2e721b/migrasi-dashboard,Rp 250.000 - 300.000,3
Freelance Full Stack Developer Node.js Vue.js,.NET Framework| NodeJS| Dev Manager| API Gateway| VueJS,https://projects.co.id/public/browse_projects/view/43721b/freelance-full-stack-developer-nodejs-vuejs,Rp 7.000.000 - 8.000.000,40
Pembuat Konten Tiktok / Reel,Social Media Marketing (SMM)| Video Editing| Instagram,https://projects.co.id/public/browse_projects/view/31721b/pembuat-konten-tiktok-reel,Rp 3.000.000 - 6.000.000,30
Menambahkan Fitur Wordpress,Data Entry| Database Programming| Wordpress,https://projects.co.id/public/browse_projects/view/2b721b/menambahkan-fitur-wordpress,Rp 750.000 - 1.000.000,7
Social Media Assistant,Social Media Marketing (SMM)| Copywriter| Instagram,https://projects.co.id/public/browse_projects/view/28721b/social-media-assistant,Rp 1.000.000 - 1.500.000,30
Penambahan fitur Pivot Table pada Survey,MySQL| JavaScript| PHP| CodeIgniter,https://projects.co.id/public/browse_projects/view/1c721b/penambahan-fitur-pivot-table-pada-survey,Rp 500.000 - 800.000,5
Host Live Streamer,Advertising| 3D Modelling| Website| Administration| Blog| Kdenlive| Telegram| Blue Tick Instagram| Blue Tick Facebook| Blue Tick Twitter,https://projects.co.id/public/browse_projects/view/19721b/host-live-streamer,Rp 3.000.000 - 5.000.000,7
Tool JavaScript automator,JavaScript,https://projects.co.id/public/browse_projects/view/13721b/tool-javascript-automator,Rp 500.000 - 1.000.000,7
Solved bug/update fitur,JavaScript,https://projects.co.id/public/browse_projects/view/10721b/solved-bugupdate-fitur,Rp 500.000 - 1.000.000,3
Pembuatan Plugin Integrasi Woocommerce dengan Tokopedia,PHP| Wordpress| API Gateway,https://projects.co.id/public/browse_projects/view/0d721b/pembuatan-plugin-integrasi-woocommerce-dengan-tokopedia,Rp 1.000.000 - 1.500.000,7
Mencari orang yang mengerti Script Game android,Android| PHP,https://projects.co.id/public/browse_projects/view/bf711b/mencari-orang-yang-mengerti-script-game-android,Rp 500.000 - 750.000,7
Shoot video dan Editing,Video Editing| Video Production| Video Animation,https://projects.co.id/public/browse_projects/view/f7691b/shoot-video-dan-editing,Rp 1.000.000 - 1.500.000,7
Web App Nodejs for full stack web developers,Web Programming| JavaScript| HTML| NodeJS,https://projects.co.id/public/browse_projects/view/ba701b/web-app-nodejs-for-full-stack-web-developers,Rp 15.000.000 - 20.000.000,30
cari programer yang sudah program kasir berbasis web,MySQL| Java| JavaScript| PHP,https://projects.co.id/public/browse_projects/view/316c1b/cari-programer-yang-sudah-program-kasir-berbasis-web,Rp 4.000.000 - 7.000.000,7
Butuh bantuan terkait eksplorasi API Xendit,PHP| Tutorial/Assistant| API Gateway,https://projects.co.id/public/browse_projects/view/83711b/butuh-bantuan-terkait-eksplorasi-api-xendit,Rp 500.000 - 1.000.000,30
Jasa Membuat Whatsapp Verified ( Centang Hijau),Blue Tick Whatapp,https://projects.co.id/public/browse_projects/view/5f711b/jasa-membuat-whatsapp-verified-centang-hijau,Rp 1.500.000 - 3.000.000,7
Content Writter Membuat Konten Storytelling Seputar Sosial Media Marketing| Konten Marketing dan Digital marketing,Social Media Marketing (SMM)| Copywriter| Content Writer,https://projects.co.id/public/browse_projects/view/23711b/content-writter-membuat-konten-storytelling-seputar-sosial-media-marketing-konten-marketing-dan-digital-marketing,Rp 350.000 - 450.000,7
mencari programer laravel react,Laravel Framework| ReactJS| React Native,https://projects.co.id/public/browse_projects/view/ff701b/mencari-programer-laravel-react,Rp 1.500.000 - 2.500.000,7
membuat template form excel,Microsoft Excel,https://projects.co.id/public/browse_projects/view/32711b/membuat-template-form-excel,Rp 1.000.000 - 1.500.000,7
Pembuatan Website Klasifikasi Kecanduan Gawai Terhadap Mahasiswa Menggunakan Sas-Sv Dengan Metode Algoritma K-Nearest Neighbor,Python| MySQL| CodeIgniter| HTML| CSS| Flask Python| Laravel Framework| Data Science,https://projects.co.id/public/browse_projects/view/b7701b/pembuatan-website-klasifikasi-kecanduan-gawai-terhadap-mahasiswa-menggunakan-sas-sv-dengan-metode-algoritma-k-nearestneighbor,Rp 1.500.000 - 2.000.000,30
Cari worker yang bisa membuat script tambahan pada game,PHP,https://projects.co.id/public/browse_projects/view/2c711b/cari-worker-yang-bisa-membuat-script-tambahan-pada-game,Rp 250.000 - 350.000,7
Tenaga Riset,Data Entry| Business Analysis| Market Research| Analysis| Civil and Structure Analysis| Data Analysis,https://projects.co.id/public/browse_projects/view/29711b/tenaga-riset,Rp 600.000 - 1.500.000,7
AKUN TIKTOK MONETISASI,Programming| Social Media,https://projects.co.id/public/browse_projects/view/9f701b/akun-tiktok-monetisasi,Rp 500.000 - 500.000,7
Landing revisi PHP,PHP,https://projects.co.id/public/browse_projects/view/42701b/landing-revisi-php,Rp 250.000 - 350.000,2
Senior BackEnd Developer,Java Spring MVC| JSON| API Gateway| Kotlin,https://projects.co.id/public/browse_projects/view/f6701b/senior-backend-developer,Rp 8.000.000 - 12.000.000,7
Tolong bantu pembuatan akun Stripe sampai full verified,Social Media Marketing (SMM)| Social Media,https://projects.co.id/public/browse_projects/view/f0701b/tolong-bantu-pembuatan-akun-stripe-sampai-full-verified,Rp 200.000 - 250.000,3
Slicing Laravel Livewire,JavaScript| PHP| CSS Templates| HTML| CSS| Laravel Framework,https://projects.co.id/public/browse_projects/view/99701b/slicing-laravel-livewire,Rp 500.000 - 1.000.000,7
Jasa Update / Fix Bugs aplikasi Dialer WhatsApp,JavaScript| Android studio,https://projects.co.id/public/browse_projects/view/7c6f1b/jasa-update-fix-bugs-aplikasi-dialer-whatsapp,Rp 1.000.000 - 1.500.000,7
Pengembangan Fitur,PHP| Laravel Framework,https://projects.co.id/public/browse_projects/view/ab701b/pengembangan-fitur,Rp 1.000.000 - 2.000.000,30
Butuh Aplikasi/ Extension Instagram Analytics,Instagram,https://projects.co.id/public/browse_projects/view/72701b/butuh-aplikasi-extension-instagram-analytics,Rp 300.000 - 500.000,7
Perbaikan website dan penambahan beberapa fitur,Laravel Framework,https://projects.co.id/public/browse_projects/view/b1701b/perbaikan-website-dan-penambahan-beberapa-fitur,Rp 1.000.000 - 4.000.000,20
Dibutuhkan Web Company Profile + CMS,MySQL| PHP| CSS,https://projects.co.id/public/browse_projects/view/a8701b/dibutuhkan-web-company-profile-cms,Rp 1.000.000 - 3.000.000,31
Host live full body green screen,Internet Marketing| Administration,https://projects.co.id/public/browse_projects/view/866e1b/host-live-full-body-green-screen,Rp 300.000 - 600.000,7
Dicari Jasa Invite Member ke Group Telegram,Social Media Marketing (SMM)| Social Media,https://projects.co.id/public/browse_projects/view/69701b/dicari-jasa-invite-member-ke-group-telegram,Rp 1.000.000 - 1.500.000,7
Jasa Invite Member ke Telegram,Telegram,https://projects.co.id/public/browse_projects/view/66701b/jasa-invite-member-ke-telegram,Rp 700.000 - 1.500.000,5
edit vidio,Video Editing,https://projects.co.id/public/browse_projects/view/5d701b/edit-vidio,Rp 1.000.000 - 2.000.000,7
Cari Yang Bisa Verify Google Drive API,API Gateway,https://projects.co.id/public/browse_projects/view/2a701b/cari-yang-bisa-verify-google-drive-api,Rp 250.000 - 500.000,7
Dibutuhkan programer laravel react,Laravel Framework| ReactJS,https://projects.co.id/public/browse_projects/view/8f6b1b/dibutuhkan-programer-laravel-react,Rp 1.500.000 - 2.000.000,7
Konten / Copywrite untuk Reels / Carousel Saham| Investasi| Finance,Social Media Marketing (SMM)| Copywriter| Instagram| Content Writer| Social Media,https://projects.co.id/public/browse_projects/view/54701b/konten-copywrite-untuk-reels-carousel-saham-investasi-finance,Rp 500.000 - 1.000.000,7
Butuh social media spesialis,Social Media Marketing (SMM)| Video Editing| Adobe Premiere| Adobe Acrobat| Video Animation| Social Media,https://projects.co.id/public/browse_projects/view/24701b/butuh-social-media-spesialis,Rp 450.000 - 600.000,7
Buatkan website percetakan,CodeIgniter| Website| Wordpress| Website Building| Wordpress Templates,https://projects.co.id/public/browse_projects/view/f76f1b/buatkan-website-percetakan,Rp 1.500.000 - 3.000.000,7
Cari yang Jago Spreadsheet + Looker Studio,Programming,https://projects.co.id/public/browse_projects/view/1e701b/cari-yang-jago-spreadsheet-looker-studio,Rp 500.000 - 1.000.000,10
mengintegrasikan API SNAP BI untuk transfer intra bank dan virtual account,PHP| CodeIgniter,https://projects.co.id/public/browse_projects/view/92021b/mengintegrasikan-api-snap-bi-untuk-transfer-intra-bank-dan-virtual-account,Rp 750.000 - 1.000.000,3
Dibutuhkan Penerjemah Bahasa Mandarin ke Indonesia,Translation,https://projects.co.id/public/browse_projects/view/ab6d1b/dibutuhkan-penerjemah-bahasa-mandarin-ke-indonesia,Rp 1.000.000 - 2.000.000,14
Generated AI images,Design Arts| Artificial Intelligence,https://projects.co.id/public/browse_projects/view/15701b/generated-ai-images,Rp 100.000 - 150.000,2
Web Mikrotik,JavaScript| PHP| Mikrotik| Laravel Framework| API Gateway,https://projects.co.id/public/browse_projects/view/d06f1b/web-mikrotik,Rp 1.500.000 - 3.000.000,30
Menulis 3 Artikel Bahasa Indonesia dengan Topik : Protokol HTTP| Status Code| dll.,Search Engine Optimization (SEO)| Writing| Website| Blog| Content Writer,https://projects.co.id/public/browse_projects/view/e86f1b/menulis-3-artikel-bahasa-indonesia-dengan-topik-protokol-http-status-code-dll,Rp 96.000 - 192.000,6
Mencari akun apple store developer yang sudah jadi dan ada,Mobile Programming| iPhone/iOS| Swift| Flutter| React Native,https://projects.co.id/public/browse_projects/view/d96f1b/mencari-akun-apple-store-developer-yang-sudah-jadi-dan-ada,Rp 1.000.000 - 2.400.000,3
Di cari Jasa Pembuatan Website AMP HTML,Web Research| Search Engine Optimization (SEO)| Web Programming| Website| Web Design| Website Building,https://projects.co.id/public/browse_projects/view/d66f1b/di-cari-jasa-pembuatan-website-amp-html,Rp 1.500.000 - 3.000.000,7
Mengembalikan Akun Gmail yang Dihack,Email Support| Email Handling| Embedded Linux,https://projects.co.id/public/browse_projects/view/196f1b/mengembalikan-akun-gmail-yang-dihack,Rp 150.000 - 300.000,4
Create/Jual Akun WA Badge Verif Centang Hijau Jual Putus/Sewa,Administrative Support| Customer Service,https://projects.co.id/public/browse_projects/view/c76f1b/createjual-akun-wa-badge-verif-centang-hijau-jual-putussewa,Rp 1.000.000 - 5.000.000,7
Cari jasa pembuatan akun ios developer,MacOS| Mac OS Programming| iPhone/iOS| Flutter| React Native,https://projects.co.id/public/browse_projects/view/bb6f1b/cari-jasa-pembuatan-akun-ios-developer,Rp 1.500.000 - 1.850.000,4
pembuatan ecommerce tour and activity,MySQL| PHP| CodeIgniter| CPanel,https://projects.co.id/public/browse_projects/view/b86f1b/pembuatan-ecommerce-tour-and-activity,Rp 3.500.000 - 5.000.000,20
Setting Plugin Wordpress,Wordpress,https://projects.co.id/public/browse_projects/view/886f1b/setting-plugin-wordpress,Rp 350.000 - 500.000,1
Ekport PDF to Excel,.NET/Mono| Python| .NET Micro Framework| .NET Compact Framework| .NET Framework| C#| C/C++| VB.Net| Adobe Acrobat,https://projects.co.id/public/browse_projects/view/036d1b/ekport-pdf-to-excel,Rp 500.000 - 800.000,7
Butuh testing fitur pengambilan reward dana pada game android,Business Analysis| Business Service| Homework| Game Programming| Android| Unity 3D| Data Analysis| Data Mining| Youtube| Quesioner,https://projects.co.id/public/browse_projects/view/826f1b/butuh-testing-fitur-pengambilan-reward-dana-pada-game-android,Rp 2.500.000 - 4.000.000,21
Junior Flutter Developer Untuk Aplikasi Kesehatan,Android| iPhone/iOS| Flutter,https://projects.co.id/public/browse_projects/view/746e1b/junior-flutter-developer-untuk-aplikasi-kesehatan,Rp 5.000.000 - 10.000.000,30
Dicari Pembuatan WA Verif / Sewa,Customer Service| Support Service| Social Media Marketing (SMM)| Social Media,https://projects.co.id/public/browse_projects/view/106f1b/dicari-pembuatan-wa-verif-sewa,Rp 3.000.000 - 5.000.000,7
Penulis Rangkuman Film,Writing| Microsoft Word| Copywriter| Content Writer,https://projects.co.id/public/browse_projects/view/df6c1b/penulis-rangkuman-film,Rp 75.000 - 120.000,7
PHP- Handling Multiple Kasir,MySQL| PHP,https://projects.co.id/public/browse_projects/view/cb6e1b/php-handling-multiple-kasir,Rp 500.000 - 700.000,3
Pengembangan Aplikasi Verifikasi Dokumen Eksport-Import dengan Teknologi OCR,NodeJS| Golang| Phyton,https://projects.co.id/public/browse_projects/view/fe6e1b/pengembangan-aplikasi-verifikasi-dokumen-eksport-import-dengan-teknologi-ocr,Rp 5.000.000 - 8.000.000,14
Buat Pattern Gambar Pakai Ai ( midjourney dkk),Design Arts| Graphic Design| Artificial Intelligence,https://projects.co.id/public/browse_projects/view/596e1b/buat-pattern-gambar-pakai-ai-midjourney-dkk,Rp 120.000 - 150.000,7
Cari programmer Flutter untuk memperbaiki aplikasi iOS,iPhone/iOS| Flutter,https://projects.co.id/public/browse_projects/view/e36e1b/cari-programmer-flutter-untuk-memperbaiki-aplikasi-ios,Rp 1.800.000 - 2.500.000,14
Desgin Logo,Adobe Illustrator,https://projects.co.id/public/browse_projects/view/da6e1b/desgin-logo,Rp 3.000.000 - 4.500.000,30
Redesign Website,Website Building,https://projects.co.id/public/browse_projects/view/d46e1b/redesign-website,Rp 1.000.000 - 1.500.000,30
BOT VIEWRS SHOPEE LIVE MINIMAL 1RB viewrs,Software Installation| E-Commerce,https://projects.co.id/public/browse_projects/view/d16e1b/bot-viewrs-shopee-live-minimal-1rb-viewrs,Rp 2.000.000 - 4.000.000,7
RESET PASSWORD ICLOUD,Python| .NET Micro Framework| .NET Compact Framework| .NET Framework,https://projects.co.id/public/browse_projects/view/bc6e1b/reset-password-icloud,Rp 200.000 - 250.000,1
Pembuatan Whatsapp Verified / Sewa,Telemarketing,https://projects.co.id/public/browse_projects/view/8f6e1b/pembuatan-whatsapp-verified-sewa,Rp 1.000.000 - 3.000.000,5
buat web jasa cek turnitin otomatis,Web Programming| Website,https://projects.co.id/public/browse_projects/view/176e1b/buat-web-jasa-cek-turnitin-otomatis,Rp 750.000 - 1.000.000,7
Re-desain / Buatkan Website Promosi Hompage Game Android,Adobe Illustrator| Web Programming| Website| Wordpress| Web Design| Website Templates| Wordpress Templates| HTML| Bootstrap,https://projects.co.id/public/browse_projects/view/026e1b/re-desain-buatkan-website-promosi-hompage-game-android,Rp 750.000 - 1.000.000,7
Buatkan video untuk reels / tiktok tentang Game Android,Video Editing| Adobe After Effects| Adobe Premiere,https://projects.co.id/public/browse_projects/view/ff6d1b/buatkan-video-untuk-reels-tiktok-tentang-game-android,Rp 200.000 - 250.000,7
Buatkan Video Promosi tentang Game Android (petualangan),Multimedia| Video Editing| Adobe After Effects| Youtube| Video Animation,https://projects.co.id/public/browse_projects/view/fc6d1b/buatkan-video-promosi-tentang-game-android-petualangan,Rp 500.000 - 1.000.000,7
Re-desain / Buat Logo aplikasi Game,CorelDRAW| Logo Design| Adobe PhotoShop| Adobe Illustrator| Adobe Indesign,https://projects.co.id/public/browse_projects/view/f66d1b/re-desain-buat-logo-aplikasi-game,Rp 250.000 - 500.000,7
Pembuatan Web Dristibutor System Management,MySQL| Web Programming| PHP| CodeIgniter| Website| Website Building,https://projects.co.id/public/browse_projects/view/e46d1b/pembuatan-web-dristibutor-system-management,Rp 7.500.000 - 10.000.000,30
Mengajarkan query fdw| dblink| crosstab| materialized view sql,PostgreSQL,https://projects.co.id/public/browse_projects/view/bd6d1b/mengajarkan-query-fdw-dblink-crosstab-materialized-view-sql,Rp 250.000 - 350.000,7
Pembuatan 3D Modeling Skylift 2 Type,3D Animation| 3D Modelling,https://projects.co.id/public/browse_projects/view/a86d1b/pembuatan-3d-modeling-skylift-2-type,Rp 1.000.000 - 1.500.000,7
Buat Website gunakan wordpress,Wordpress,https://projects.co.id/public/browse_projects/view/a26d1b/buat-website-gunakan-wordpress,Rp 500.000 - 1.500.000,7
Perlu bantuan Uplaod ke playsote dan Apple store,React Native,https://projects.co.id/public/browse_projects/view/9c6d1b/perlu-bantuan-uplaod-ke-playsote-dan-apple-store,Rp 200.000 - 300.000,7
Di Butuhkan Jasa SEO Website Untuk Kata Kunci Rental Mobil Bandung,Search Engine Optimization (SEO)| Wordpress| Website Building,https://projects.co.id/public/browse_projects/view/966d1b/di-butuhkan-jasa-seo-website-untuk-kata-kunci-rental-mobil-bandung,Rp 4.000.000 - 10.000.000,7
BUTUH PEMBUATAN FEASIBILITY STUDY,Business Analysis| Business Proposals| Business Plans,https://projects.co.id/public/browse_projects/view/7e6d1b/butuh-pembuatan-feasibility-study,Rp 1.000.000 - 2.000.000,7
Buatkan multi login user | beda user beda menu laravel 8,Laravel Framework,https://projects.co.id/public/browse_projects/view/636d1b/buatkan-multi-login-user-beda-user-beda-menu-laravel-8,Rp 500.000 - 700.000,4
butuh aplikasi penjualan sampah,Java Native| Flutter,https://projects.co.id/public/browse_projects/view/5d6d1b/butuh-aplikasi-penjualan-sampah,Rp 2.000.000 - 4.000.000,14
Membuat meta whatsapp dari fanspage,Social Media Marketing (SMM)| Facebook| Social Media,https://projects.co.id/public/browse_projects/view/986b1b/membuat-meta-whatsapp-dari-fanspage,Rp 250.000 - 300.000,7
Scripts Cek MUTASI APK DANA,jQuery| PHP| MS SQL,https://projects.co.id/public/browse_projects/view/1e6d1b/scripts-cek-mutasi-apk-dana,Rp 5.000.000 - 10.000.000,7
Memunculkan website di pencarian google tanpa iklan berbayar,Website| Website Building,https://projects.co.id/public/browse_projects/view/186d1b/memunculkan-website-di-pencarian-google-tanpa-iklan-berbayar,Rp 250.000 - 500.000,7
Membuat automotion pembalasan chat menggunakan puppeteer NodeJS,NodeJS,https://projects.co.id/public/browse_projects/view/f46c1b/membuat-automotion-pembalasan-chat-menggunakan-puppeteer-nodejs,Rp 500.000 - 1.500.000,7
Butuh surveyor untuk wilayah Bandung,Business Analysis| Cashflow Analysis| Statistical Analysis| Analysis,https://projects.co.id/public/browse_projects/view/d66c1b/butuh-surveyor-untuk-wilayah-bandung,Rp 500.000 - 2.000.000,7
Butuh surveyor untuk wilayah Bogor,Business Analysis| Cashflow Analysis| Statistical Analysis| Analysis,https://projects.co.id/public/browse_projects/view/d36c1b/butuh-surveyor-untuk-wilayah-bogor,Rp 500.000 - 2.000.000,7
Butuh surveyor untuk wilayah Depok,Business Analysis| Cashflow Analysis| Statistical Analysis| Analysis,https://projects.co.id/public/browse_projects/view/d06c1b/butuh-surveyor-untuk-wilayah-depok,Rp 500.000 - 2.000.000,7
Butuh surveyor untuk wilayah Tangerang,Business Analysis| Cashflow Analysis| Statistical Analysis| Analysis,https://projects.co.id/public/browse_projects/view/cd6c1b/butuh-surveyor-untuk-wilayah-tangerang,Rp 500.000 - 2.000.000,7
Butuh surveyor untuk wilayah Bekasi,Business Analysis| Statistical Analysis| Analysis| Data Analysis,https://projects.co.id/public/browse_projects/view/c76c1b/butuh-surveyor-untuk-wilayah-bekasi,Rp 500.000 - 2.000.000,7
BUTUH JASA CONVERT WEBSITE KE WORDPRESS,Wordpress,https://projects.co.id/public/browse_projects/view/be6c1b/butuh-jasa-convert-website-ke-wordpress,Rp 500.000 - 1.500.000,5
Aplikasi Kasir & Sistem Toko Androin Online,Database Programming| Mobile Programming| Android| Web Programming| JavaScript| CSS| Bootstrap| Android studio| Dribbble| Phyton,https://projects.co.id/public/browse_projects/view/866b1b/aplikasi-kasir-amp-sistem-toko-androin-online,Rp 1.000.000 - 1.500.000,7
Tutor untuk olah data skripsi,Technical Support| Technical Analysis,https://projects.co.id/public/browse_projects/view/af6c1b/tutor-untuk-olah-data-skripsi,Rp 500.000 - 750.000,14
Edit Video Tiktok (Hanya 15-20 detik),Audio Editing| Video Editing| Video Production| SVG-Edit| Video Animation,https://projects.co.id/public/browse_projects/view/a36c1b/edit-video-tiktok-hanya-15-20-detik,Rp 50.000 - 70.000,7
Dibutuhkan: Freelancer untuk Pembuatan Toko di Tokopedia (Proyek Tunggal),Internet Marketing,https://projects.co.id/public/browse_projects/view/a6691b/dibutuhkan-freelancer-untuk-pembuatan-toko-di-tokopedia-proyek-tunggal,Rp 250.000 - 300.000,7
